Cre Account,Cre Name
MIRACL,MIRACLE ELECTRONICS LIMITED
MIRACLE,Miracle Electronics Limited
MIRACLEELE,Miracle Electronics Ltd
MIRAENT,Mira Enterprises
MIRIAM,Miriam Menzies & Co
MIRROR,Mirror Image
MIRROR,Mirror Image (Manufacturers)
MISSIONKAY,Mission Kayaking NZ Ltd
MITCHELL,R Mitchell & S Curtis
MITRE,MITRE 10 MASTERTON
MITRE,Mitre 10 Mega Masterton
MITRE10,MITRE 10 MEGA WANGANUI
MITRE10DUN,Jacks Hardware & Timber
MITRE10HAM,Mitre 10 Mega Hamilton
MITRE10M,Mitre10 Mega
MITRE10M,"MITRE10 MEGA PETONE,U/HUTT,POR"
MITRE10MAR,Marlborough Mitre 10 Home & Tr
MITRE10MAR,MARLBOROUGH MITRE 10 HOME&TRAD
MITRE10MEG,Miter 10 Mega
MITRE10MEG,MITRE 10 MEGA
MITRE10PN,MITRE 10 MEGA PALMERSTON NORTH
MITRE10ROT,Mitre 10 Mega Rotorua
MITRE10TIM,Mitre 10 Mega Timaru
MITRE10TIM,WH COLLINS & CO LTD
MIWOODSTRU,mi wood trust
MIZEN,MIZEN AUTOMATION LIMITED
MKAUCIT,Manukau City Council
MKBEAUT,MANUKAU BEAUTIFICATION
MMB,Make Mine Black
MOA+I,MINISTRY OF ARCHITECTURE +INT
MOBICOMM,Mobicomm Limited
MOBIL,Mobil
MOBILE,MOBILE MEDIA PLUS
MOBILEON,MOBILE ON SITE SHREDDING
MOBILETERA,MOBILE TE RAPA
MODEMPA,ESCO INDUSTRIES NZ LTD
MODEMPA,Modempak
MODICA,Modica Group Ltd
MODTEC,Modtec Industries Ltd
MODULAR,Modular Sheet Metal Enclosures
MODUS,Modus Lighting Ltd
MOFAC,Rhino-Rack New Zealand Ltd
MOFFATL,Moffat Ltd
MOLE&CHICK,MOLE AND CHICKEN
MOMENEQUIP,Momentum Equipment Services
MONACOH,Monaco Hotel & Resort
MONACORP,Monaco Corporation Ltd
MONKEYTOE,Monkey Toe Systems Ltd
MONSOON,Monsoon NZ Ltd
MONTANAC,MONTANA CATERING
MONTANACAT,Montatna Catering Auckland Ltd
MONTEITH,MONTEITH & PARKER (1976) LTD
MONTROEL,Montrose Electrical Limited
MONTROSE,Montrose Foundry Ltd
MOOREEL,Moore Auto Electrical Ltd
MOOREW,MOORE WILSONS
MORGAN,Morgan AM & T
MORGAN,Morgan Industrial Carbon Ltd
MORGANAM,Morgan AM & T
MORGANCOAK,MORGAN COAKLE
MORNING,Morning Star
MORONEY,BRUCE MORONEY ELECTRICAL LTD
MORPART,Morrinsville Party Hire
MORRINS,Morrinsville Auto Trim Ltd
MORRIS,Morrinsons Florist
MORRIS,MORRIS TOOL SHED
MORRISCLAR,MORRIS & CLARKE
MORRISFL,Morrinsons Florist
MORRPLUMB,Morrinsville Plumbing & Gas
MOSS,Moss Farm Trust
MOTHLIGHT,MOTH LIGHT LIMITED
MOTHLIGHTL,Moth Light Ltd
MOTIONSOL,MOTION SOLUTIONS NZ LTD
MOTOR,Motor Technologies Ltd
MOTOR WORK,Motorworks Ltd
MOTORDROM,MotorDrome Tyre Services
MOTORMAIN,MOTOR MANITENANCE LTD
MOTORPOLA,ADVANTAGE POWER SYSTEMS LTD
MOTORPOLA,MOTORPOL AUSTRALASIA LIMITED
MOUNT,Mount Professional Cleaning
MOUNTELECT,Mount Electrical Services Ltd
MOUNTOPD,Mount Office Products Depot
MOVING,Moving Light
MOVINGCOM,THE MOVING COMPANY
MOYES,Moyes & Groves
MPEC,MPEC LIMITED
MPJJ,MPJJ Research Ltd
MRBEAN,MR BEAN COFFEE & VENDING
MRD,MRD SOLUTIONS GROUP LTD
MRD,MRD SOLUTIONS LTD
MRGLEEM,MR GLEEM CLEANING SPECIALIST
MRLPOWER,MRL Power
MRMOPS,Mr Mops Commercial Cleaning Lt
MRMOW,Mr Mow
MRRALPHLTD,Mr Ralph Ltd
MRS,Motor Rewind Specialists 1992
MRWALKER,MR WALKER PLUMBING
MSFORD,Ms Motors (1988) Ltd
MSLAK,MSL Auckland Ltd
MSLHAM,MSL Hamilton
MSLM,MSL Manufacturing Suppliers Lt
MSLPN,MSL Manufacturing Suppliers Lt
MSSEC,MS SECURITY LTD
MSSLTD,MSS Mechanical Support Systems
MTA,Motor Trade Association (Inc)
MTASPIRING,Mt Aspiring Motors Ltd
MTDRUMS,MT DRUMS 2009 LTD
MTEDENM,MT EDEN MOTEL
MTEDENMED,MT EDEN MEDICAL CENTRE
MTEDENMOT,Mt Eden Motorcycles Ltd
MTEXPORTM,MT EXPORT MEAT WAREHOUSE
MTMENGIN,Mt Maunganui Engineering 2000
MTRADEHO,Mastertrade
MTRADEHO,Mastertrade Corys
MTSMARTS,MT SMART STADIUM
MTVERNON,MT VERNON LODGE
MUIR,A W Muir & S M Cuff
MUIR,AW MUIR & SM CUFF
MUIRS,Muirs Apparelmaster
MUIRS,TCL Apparelmaster
MULFORD,Mulford Plastics (NZ) Ltd
MULFORDE,LEP Engineering Plastics
MULFORDE,Ludowici Engineering Plastics
MULFORDE,Mulford Engineering Plastics
MULTI,Multistrut Ind Ltd
MULTIE,Mul-Tie Limited
MULTILE,Multilec Ltd
MULTIMA,Multi Machinery (Superheat) Lt
MULTIMA,Superheat Ltd
MULTIMEDIA,MULTIMEDIA PUBLISHING LTD
MUNROADVIS,MUNRO ADVISORY 2013 LTD
MURPHY,Mike Murphy Auto Elect (2007)
MURPHY,R W & L K Murphy
MURRAY,Murray Milne Ltd
MURRAYGR,Murray Grane Plumbing
MUSSELL,Mussel Barge Snapper Safaris
MUSSELL,Mussell Barge Snapper Safaris
MVMCGINT,M V MCGint Sea Charters
MWCLEANING,MW CLEANING SERVICES
MWCLEANING,THE ECO PRO CLEANING CO
MYENERGI,Myenergi APAC Pty Ltd
MYGOOD,MY GOODNESS
MYGOODNESS,MY GOODNESS LTD
MYOB,MYOB NZ Ltd
MYPLUM,MY PLUMBING DEPOT
NAFISHA,NAFISHA CLEANING SERVICES
NAIRENTERP,NAIR ENTERPRISES lTD
NAIRNB,Brian Nairn Ltd
NAKI,NAKI SPRINT LIMITED
NAKU,Naku Taxi Ltd
NANDA,NANDA LIQUOR MERCHANTS LTD
NANDA,SUPER LIQUOR WHITIANGA
NAPA,GPC ASIA PACIFIC LTD
NASSOLUT,NAS SOLUTIONS LTD
NAT GAS,NATIONAL GAS LTD
NATBAT,National Batteries Ltd
NATBAT,National Batteries NZ Ltd
NATCOMM,National Communications (Aust)
NATFIRE,National Fire Security Ltd
NATGLASS,National Glass Ltd
NATIONAL,National Waste NZ Ltd
NATIONGLAS,National Glass Bay Of Plenty
NATPEN,National Pen Ltd
NATPOWER,Natural Power Sols. Pty Ltd
NATURAL,Natural Tree Products Ltd
NATURALBAK,NATURAL BAKE AND COFFEE
NAZIA,Nazia Nisha Cleaning
NBD,National Business Directory NZ
NBNZ,NATIONAL BANK MERCHANT SERVICE
NBO,National Business Online
NCBASKET,NORTH CANTERBURY BASKETBALL AS
NCENERGYC,NORTH CANTERBURY ENERGY CENTRE
NCSLTD,Northland Copier Services Ltd
NEAVE,Lane Neave Lawyers
NEC,NEC New Zealand Limited
NEILK,NEIL'S KURIPUNI AUTOS
NEILSON,D & M Neilson Electrical Ltd
NELELECT,Nelson Electronics Ltd
NELSONALAR,NELSON ALARMS
NELSONFORK,NELSON FORKTRUCKS LTD
NELSONST,Nelson Street Trust
NELTECH,Neltech Communications Ltd
NELTILE,Nelson Tile & Slate Centre
NEON,Neon Supplies Ltd
NESHIRELTD,NES HIRE LTD
NETWORKC,Network Car Rentals Ltd
NETWORKIM,Network Imaging Solutions Ltd
NETWORKL,Network Lighting Ltd
NETWORKN,Network Nationwide Limited
NEWERAP,NEW ERA PLASTICS LTD
NEWFIELD,DA Suckling Ltd T/A Newfield
NEWFIELG,Newfield Group Ltd
NEWHORIZ,New Horizons Computer Learning
NEWIND,New Industrial Norma Wilson
NEWLANREF,Newlan Refrigeration Ltd
NEWLYNNT,NEW LYNN TRANSPORT
NEWMANGR,Newman Graphics Ltd
NEWMAUTO,Newmarket Auto Trimmers Ltd
NEWMTYRE,Newmarket Tyre Service Ltd
NEWPLY,NEW PLYMOUTH REWINDS
NEWPOWERL,Newpower Ltd
NEWTECH,Newtech Products Ltd
NEWWLDGR,Morrison Supermarkets Limited
NEWWORGORE,NEW WORLD GORE
NEWWORLD,New World Victoria Park
NEWWORLDBH,New World Blenheim
NEWWORLDBL,NEW WORLD BLENHEIM
NEWWORLDGE,NEW WORLD GORE
NEWWORLDGO,Hollyer Holdings Limited
NEWWORLDGR,HIGH ST GROCER
NEWWORLDGR,NEW WORLD GREYMOUTH
NEWWORLDH,NEW WORLD HOKITIKA
NEWWORLDHO,New World Hokitika
NEWWORLDKA,NWK 2023 LIMITED
NEWWORLDKE,New World Kerikeri
NEWWORLDKM,NEW WORLD KUMEU
NEWWORLDMT,New World Mt Maunganui
NEWWORLDNE,New World Stoke
NEWWORLDNE,NEW WORLD STOKES
NEWWORLDSN,new world stoke
NEWWORLDST,NEW WORLD STOKE
NEWWORLDW,NEW WORLD WANAKA
NEWWORLDWA,Joyccs Trading Limited
NEWWORLDWP,New World Westport
NEWWORLHOK,Morrison Supermarkets Ltd t/a
NEXT,NEXT ELECTRONIC SERVICING
NEXTELEC,Next Electronics
NFTLTD,National Forklift Training Ltd
NGARUA,Ngaruawahia Golf Club
NHPELECT,NHP Electrical Engineering
NHUTED,North Harbour Ute Decks
NICHOLSFRE,MD FREIGHTING
NICHOLSFRE,Nichols Freight Ltd
NICHOLSONP,Nicholson Print Solution
NICHOLSP,Nichols Property Group Ltd
NIDIHOLD,NIDI HOLDING LTD
NIDILIQUOR,NIDI LIQUOR LIMITED
NIGHT,Night Eyes Security
NILFISK,Nilfisk Advance Ltd
NILFISK,Nilfisk Limited
NIMBUS, NIMBUS GROUP
NIMBUS,DOT DOWNLIGHTS
NIMBUS,Nimbus Lighting Group Ltd
NINDAIRY,Nind Dairy Services Ltd
NINDIN,Nind Electrical Invercargill
NITRO,Nitro Ltd
NITROTRUST,NITRO TRUST
NJ'ST,NJ'S TRANSPORT (TAUPO)
NLT,Nelson Lakes Transport Ltd
NOBILO,Nobilo Wine Group
NOBO,Nobo New Zealand
NOEL,Noel Leeming Group
NOELL,NOEL LEEMING - NAPIER
NORFOLK,Norfolk Electrical & Mechanica
NORFOLK,RCR INFRASTRUCTURE LTD
NORGREN,IMI NORGREN LIMITED
NORGREN,IMINorgren Limited
NORGREN,Norgren Ltd
NORLING,CEG NORLING Limited
NORLING,Keith R Norling Ltd
NORMAN,Norman Glass Services Ltd
NORMANR,Norman Ross Computers Limited
NORMANSP,Norman Spencer Partnership
NORMFOWKE,Norm Fowke Glass Ltd
NORPACK,Northland Packaging Supplies
NORPOW,Northpower Ltd
NORSE,Norsewear NZ Natural Clothing
NORSEWEAR,Norsewear Brands Ltd
NORTECHDET,NORTECH DETECTION PTY LTD
NORTHARB,North Harbour Limited
NORTHCLEAN,CLEANERS WORLD LTD
NORTHCLEAN,NORTHLAND CLEANING SUPPLIES
NORTHCOM,Northland Communications Ltd
NORTHERN,NORTHERN LIGHTS AND APPLIANCE
NORTHERNFO,Northern Forklifts Ltd
NORTHIRE,North Hire & Canvas
NORTHL,Northland Rugby Union Inc
NORTHMOT,Northerner Motor Inn
NORTHSHENG,North Shore Engine Recondition
NORTHSOUTH,NORTH SOUTH FLOWERS LTD
NORTHTRANS,Northern Southland Transport
NORTHTRANS,TRANSPACIFIC WASTE MANAGEMENT
NORTHTRANS,Transport Waste Management
NORTHTRAV,North Harbour Corporate Travel
NORTHWASTE,NORTHLAND WASTE LTD
NORTHWES,NORTH-WEST FREIGHT LTD
NORTON,H Norton Plumbing Ltd
NORWARD,Norward Homes Ltd
NORWESTM,Nor West Marine Charters
NOSSITER,Mark Nossiter Painting
NOTNOW,NOT NOW JAMES
NOVA,Nova LPG
NOVALPG,GENESIS ENERGYLTD
NOVALPG,Nova LPG
NOVALPGDUN,NOVA LPG DUNEDIN
NOVARE,identimark
NOVARE,Novare Global
NOVEL,Novel Ways
NOVELLI,Novelli Ltd
NOVII,Novii
NOVUSAK,NOVUS WINDSCREEN REPAIR AKL
NOVUSAK,Novus Winscreen Repair Akl
NOWSOUND,Now Sound Limited
NOWSOUND,NSL Group Ltd
NPE,Name Plate Engravers
NPS,Nelson Packaging Supplies Ltd
NRGAUTO,NRG AUTO SERVICE CENTRE LTD
NSCANVAS,North Shore Canvas Ltd
NSCC,NORTH SHORE CASH N CARRY LTD
NSCITY,North Shore City Council
NSCITYINF,NORTH SHORE CITY INFRINGEMENTS
NSELECT,North Shore Electric Motor Ser
NSO,NSO Security Online
NSTOWBARS,NORTH SHORE TOWBARS (2012) LTD
NTHCRICKET,NORTHLAND CRICKET ASSN INC
NTHFORK,NORTH ISLAND FORKLIFTS LTD
NTHLANDMIL,NORTHLAND MILK
NTHLCOPIER,Northland Copier Services Ltd
NTHMETAL,Northland Metal Industries Ltd
NTN,NTN Couriers
NU-CON,Nu Con Ltd
NU-CON,NU-CON LTD
NUGREENSOL,NuGreen Solutions Limited
NUKLEARP,Nu-Klear Products Ltd
NUME,Numedic Ltd
NUWAY,Nu Way Energy (NZ) Ltd
NVC,Glight
NVC,Glight - NSG Trading Limited
NVC,NSG TRADING LTD
NVC,NVC New Zealand Ltd
NVDLOGIST,NELSON VEHICLE DELIVERIES LTD
NWROBERTS,N & W ROBERTSON LTD
NXPLTD,NXP Limited
NZ AMP,New Zealand Amp Ltd
NZBUS,Tomlin Limited
NZCOUR,NZ COURIERS-PN
NZCOUR HAS,NZCOURIERS - HASTINGS
NZCOUR NAP,NZ COURIERS - NAPIER
NZCOUR WAN,NZ COURIERS - WANGANUI
NZCOURAK,NZ Couriers Ltd
NZCOURNP,NZ COURIERS-NEW PLYMOUTH
NZCREDIT,NZ Credit & Finance Institute
NZCUST,NZ Customs Service
NZCUSTOM,New Zealand Customs
NZDDA,The NZ Drug Detection Agency
NZDDAAK,Auckland Drug Testing Co LTD
NZDELI,NZ Delicatessen Products ltd
NZDEV,NZ Devanning Ltd
NZELECWK,NZ Electrical Institute Waikat
NZENGSERV,NZ Engineering Services Ltd
NZET,New Zealand Electrical Traders
NZF,NZF Stainless
NZFAMILY,NZ Family & Foster Care Inc
NZFARM,NZ Farm Tools Ltd
NZGENER,NZ Generator Hire
NZHERALD,NZ herald
NZHERALD,NZME
NZHERALDTG,New Zealand Herald (TGA)
NZHERALDTG,NZME PUBLISHING LTD
NZHERALDTP,NZ Herald (TPO)
NZHERALDTP,NZHERALD TE RAPA
NZHIRE,NZ Hire Limited
NZHVAC,NZ HVAC SUPPLIES LTD
NZHYGIENE,NZ HYGIENE
NZINDUST,NZ Industrial Electric Co Ltd
NZINSTITUT,NZ Institute Of Management Inc
NZINSUL,New Zealand Insulators Ltd
NZLABOUR,New Zealand Labour Hire
NZLAW,New Zealand Law Society
NZLAWCLE,NZ LAW SOCIETY CLE LTD
NZLAWREG,NZ LAW SOCIETY REGULATORY
NZMAIL,New Zealand Mail
NZMINI,New Zealand Minimaps Ltd
NZOFFICE,NZ Office Supplies Ltd
NZPOLICE,NZ Police Infringement Bureau
NZPOST LH,NZ POST 64634787
NZPOSTC,Express Couriers
NZPOSTC,NEW ZEALAND POST LTD
NZPOSTC,NZ Post Ltd
NZPOSTM,NZ Post Ltd
NZPOSTPBC,New Zealand Post Limited-PBTC
NZPOWER,NZ Powercom Ltd
NZRED,New Zealand Red Cross
NZREWIND,New Zealand Rewinds
NZSAFETY,NZ Safety Ltd
NZSERVICES,NZ SERVICE SYSTEMS
NZSOLARLTD,New Zealand Solar Ltd
NZSOLENO,NZ Solenoid Co Ltd
NZSTA,NZSTA
NZSWITCH,NEW ZEALAND SWITCHBOARDS LTD
NZSWITCH,Working Capital Solutions
NZTELE&C,NZ Telephone & Cable
NZTRADE,NZTRADE Group
NZTSDN,NZTS ALSCO DUNEDIN
NZTSPN,ALSCO - PALMERSTON NORTH
NZTSROT,NZTS Rotorua
NZTSSERV,NZTS Services Auckland
NZTSTAU,NZTS Tauranga
NZTSWH,NZTS Northland
NZTSWK,NZTS Waikato
NZVAN,NZ VAN LINES
NZVANLINE,NZ Van Lines
NZVC,NZ VEHICLE COMPLIANCE
NZWARRIORS,New Zealand Warriors Ltd
NZWELD,NZ Welder Repair Service
NZWELDER,NZ Welders (Nuweld Ltd)
NZWHEELBAR,NZ WHEELBARROW LTD
NZWHEELBAR,RENOVATES LTD
NZWINE,New Zealand Wine Cellars
OAKLANDS,Oaklands Dairy Limited
OAKRIDGE,Oakridge Pool & Spa Resort
OAKTREE,OAK TREE DEVANNING
OASIS,OASIS HEAT PUMPS LIMITED
OBA,OBA (NZ) Limited
OBERTECH,Obertech Group Limited
OBERTECHNP,Obertech ( New Plymouth ) Ltd
OCEAN,Ocean Architectural Lighting
OCEANFORD,Ocean Ford Ltd
OCEANFRONT,Oceanfront Holdings Ltd
OCOMMU,CONNECT NZ
OCOMMU,OFFICE COMMUNICATION LTD
OCS,CLARKE & COOPER
OCS,OCS Limited
ODLUM,FIBRE NETWORKS NZ LTD
ODLUM,ODLUM CABLE INSTALLERS BOP LTD
OEM,OEM Print Solutions Ltd
OFF FIRST,OFFICE FURNITURE FIRST
OFF FIRST,Rawiri Holding Limited
OFFICE,OFFICE FURNITURE FACTORY SHOP
OFFICECOFF,Office Coffee Systems BOP
OFFICEM,Officemax NZ Ltd
OFFICEMACH,Office Machine Services
OFFICESHO,The Office Shop
OHAUITI,OHAUITI WINES & SPIRITS
OHUG,Ohug Power Equipment Ltd
OILSTEEL,OILSTEEL ENGINGEERING LTD
OLDFIELD,OLDFIELD GROUP HOLDINGS LTD
OLEX,8
OLEX,Nexans New Zealand Limited
OLEX,Olex Cables New Zealand
OLIVER,Oliver * Young
OMCPOWER,OMC Power Equipment
OMRON,Omron Electronics Ltd
OMSHREE,OM SHREE GANESHA LTD
ONEKFORK,Onekawa Forklift Hire Ltd
ONEMOUNT,Onemount Ltd
ONEPATH,Onepath Life NZ Ltd
ONESECURIT,ONE SECURITY
ONESTAFF,ONESTAFF NELSON LTD
ONGA,Onga (NZ) Limited
ONGAS,ONGAS LTD
ONSITECOFF,On Site Coffee Taupo Ltd
ONTAY,295 On Tay Motel
ONTIMEC,On Time Couriers
ONTIMECLEA,On Time Cleaning
OPAL,Opal Glass Ltd
OPD,STRAND OFFICE PRODUCTS
OPD,Whakatane Office Products
OPENWHEEL,OPEN WHEEL
OPENZ,Openz
OPLINXNZ,OPLINX NEW ZEALAND LTD
OPUS,OPUS
OPUS,Opus International Consultants
OPUS,WSP NEW ZEALAND -OPUS
OPUS,WSP New Zealand Limited
ORAMHEPI,ORAM HEPI COURIERS
ORANGEMEC,ORANGE MECHANICAL LTD
ORANGETEK,Orangetek NZ
ORANGETEK,Orangetek NZ LTD
ORB,Orb Communications
ORCA,Orca Eng & Marine 2003 Ltd
ORCHARDG,GARY ORCHARD: PELORUS TOURS
ORDISH,ORDISH AND STEVENS LIMITED
ORIANA,ORIANA CATERING SERVICES LTD
ORION,Orion Signs Ltd
ORIONLTD,Orion Limited
ORIX,Orix New Zealand Ltd
ORORKE,CRAIG O'RORKE
OSLDATA,OSLDATA
OSLSYST,OSL Systems Ltd
OSMAND,OSMAND SIGNS LTD
OSTECH,Ecoboil Appliances Ltd
OSTECH,Ostech Ltd
OTAGORC,OTAGO REGIONAL COUNCIL
OTAGOWASTE,Otago Southland Waste Serv
OTAHTAU,Otautau Freight
OTPACK,Otago Packaging Supplies Ltd
OUTCOMM,Outsource Communications Ltd
OUTDOORC,Outdoor Concepts
OUTDOORQST,Outdoor Concepts Queenstown
OUTER,Outercity Milk Ltd
OUTSOURCEC,OUTSOURCE COMMUNICATIONS LTD
OUTSTANDS,Outstanding Solutions NZ Ltd
OVATION,Ovation Hospitality Services
OVER,Overland Electrical Ltd
OVERTON,Overton Manufacturing Ltd
OWENS,OWENS  TRANSPORT LTD
OXYAIR,Oxygen Air Waikato Limited
P&RAUTO,P&R AUTOMOTIVE LTD
P&RMILK,P & R MILK LTD
P&T TRANS,Passenger Transport
PACDENT,PACIFIC DENT REMOVAL
PACFAN,Pacific Fans Ltd
PACIFECON,Pacifecon (NZ) Limited
PACIFIC$SD,Pacific Electronics $SD
PACIFICAE,Pacific Aerials Ltd
PACIFICAV,PACIFIC AUDIO VISUAL LTD
PACIFICD,Pacific Datacom
PACIFICF,HATEA MOTORS (HOLDING) LTD T/A
PACIFICF,Pacific Motor Group
PACIFICFAN,PACIFIC FANS LTD
PACIFICGS,Pacific GSM Ltd
PACIFICH,Pacific Hoists Ltd
PACIFICP,Pacific Plastics Recyclers Ltd
PACIFICPL,Pacific Plastics Re-Use Ltd
PACIFICQUA,PACIFIC QUALITY LOUNGES WAREHO
PACIFICT,Pacific Telephones Ltd
PACIFICTO,Pacific Tourways CHCH Ltd
PACK,Pack Centre ( New Plymouth )
PACKAGINGP,PACKAGING PRODUTS LTD
PACKET,Packet Engines Limited
PACKET,Packet Technologies Limited
PACKHOU,Packaging House
PACKPLUS,Packaging Plus
PAGESELBYT,Page & Selby Family Trust
PAKNSAVEKA,COCHRANE TRADING LIMITED
PAKNSAVEM,MOOREHOUSE PAKNSAVE
PAKNSAVEMO,PAK'N'SAVE MOORHOUSE
PAKNSAVEWH,Whangarei Pak N Save
PALMERJA,James A Palmer Ltd
PALMERJA,James Palmer Ltd
PALMFEILD,Palmfeild Motors LMVD
PAMELA,PAMELA LIM
PAMPLIN,Pamplin Maintenace Contractor
PANASO,Panasonic New Zealand Limited
PANDORAHOL,PANDORA HOLDINGS TRUST
PANFAN,Panfan International Ltd
PANFAN,Panfan Marketing Limited
PANPAC,Pan Pacific Auto Electronics
PANPACIF,Pan Pacific Auto Electronics
PANTHER,Panther Builders
PAPER,PAPER PLUS HAWERA
PAPER,Paper Reclaim Limited
PAPERCHAIN,Fullcircle Paperchain
PAPERN,PAPER NORTHLAND
PAPERN,RECLAIM
PAPERPLUS,MARSTON MOOR
PAPERPLUS,Paper Plus Kaitaia
PAPERREC,Paper Reclaim Limited
PARADISEC,Paradise Cleaning Ltd
PARADISEP,Paradise Pies Ltd
PARADLUN,PARADISE LUNCH BAR
PARAGON,PARAGON NEW ZEALAND
PARAMOSAF,PARAMOUNT SAFETY PRODUCTS
PARAMOUNT,Paramount Hire Group
PARAMOUNTS,Paramount Solutions
PARAMSERV,PARAMOUNT SERVICES LTD
PARAONUI,Paraonui Park Limited
PAREX,Parex Industries Ltd
PAREXPLUM,Parex Appliances
PARKENF,Parking Enforcement Services
PARKERH,Parker Hannifin (NZ) Limited
PARKERP,Parker Power Tools (1991) Ltd
PARKERTL,T L Parker Ltd
PARKLANDS,Parklands Christchurch United
PARKSIDE,Parkside Motel
PARMCO,Parmco Sales Ltd
PARNELL,Parnell Liquorland
PARRIS,Parris Plumbers (2009) Ltd
PARTYPLUS,Party Plus (2005) Ltd
PARTYUP,Part Up Ltd
PARTYUP,Party Up Ltd
PASSENGER,Passenger Transport
PASSMOREB,BRUCE PASSMORE VALUATION
PATAGONIA,Patagonia Chocolates Ltd
PATCHELL,Patchel Stainless Ltd
PATEMANS,PATEMANS
PATNICHO,Patience & Nicholson (NZ) Ltd
PATNICHO,Sutton Tools (NZ) Ltd
PATON,Paton Flooring Ltd
PATTONREF,Patton Refrigeration Ltd
PAYKEL,Paykel Ltd (Blackwoods)
PAYKELE,PAYKEL LTD
PAYROLL,Payroll Systems Limited
PBT,PBT Transport Ltd
PBTCOUR,PBT Couriers Ltd
PBTECH,PB Technologies Ltd
PBTECHHAM,LiquorLand
PBTECHHAM,PB Tech Ltd ( Hamilton )
PBTECHHAM,PB Tech Ltd Hamilton
PBTECHNS,PB TECHNOLOGIES NORTH SHORE LT
PBTECHWGTN,PB TECHNOLOGIES WGTN
PCELEC,P C Electrics
PCSL,POWER CONTROL SOLUTIONS LTD
PCSL,POWER CONTROL SOULTIONS LTD
PCSTECH,PCS Technical Ltd
PCSUPPORT,PC Support Services
PDQ2025,PDQ Print 2025 Limited
PDQPRINT,PDQ Print
PDQPRINT,PDQPRINT
PDSOUZA,Prakash G Dsouza
PEAKCLEAN,PEAK CLEAN FRANCHISING LTD
PEAKELOG,PEAKE LOGISTICS LTD
PEARCES,Pearce's Saddlery
PEDER,PAUL A PEDERSEN
PEDER,Paul A Pederson
PELCO,Palmerston Extension Ladder
PELLIKANWW,W.W Pellikan
PEN,Geoff Penney NZ Ltd
PENBAKERY,Peninsula Bakery
PENINSULA,Peninsula Betta Electrical
PENINSULAA,PENINSULA AUTO ELECTRIC  &
PENMAN,G WILLIAMS & A PENMAN LTD
PENNING,AUTOCITY
PENNING,MAX PENNINGTON'S AUTO CITY
PENRICE,PENRICE SUPREME PRODUCTS LTD
PENRICE,SUPREME PRODUCTS LIMITED
PENROSE,PENROSE CLINIC
PENSIGNS,Peninsula Signs
PENTAIR,Pentair Flow Technologies
PENTYRE,Peninsula Tyres (1985) Limited
PEPPERL,Pepperl + Fuchs (Aust) Pty Ltd
PERFECTAB,PERFECT AUTO BODY LTD
PERFORML,Performance Lab Intl
PERKINS,R R & C J Perkins
PERKINSC,Perkins Carpet & Cleaning
PERRY,DEXION
PERRY,HAMILTON PERRY INDUSTRIES LTD
PERSONAL,THE PERSONAL TOUCH ENGRAVER
PERTRO,Pertronic Industries Limited
PERTRO,Pertronic Industries Ltd
PES,Petroleum Equipment Services
PESTMAN,Pest Management Services
PETALS,PETALS COMMERCIAL CARE LTD
PETEBAKER,Peter Baker Apparel
PETERB,PETER BAKER TRANSPORT
PETERMARR,PETER MARR T/ A GREENACRES
PETESCONC,PETE'S CONCRETE LTD
PETINVEST,PET INVESTMENTS LTD
PETONEMOT,ELECTRIC MOTOR & GENERATOR LTD
PETONEMOT,PETONE MOTOR WINDERS & ELECTRI
PFC,Picture Framing Company
PGGWRIGHT,PGG Wrightson
PGKDIST,PGK DISTRIBUTION
PHILIPEX,NZ14 Philips Electronic Spar
PHILIPS,8000
PHILIPS,Philips New Zealand Ltd
PHILIPS,Signify New Zealand Ltd
PHILIPSD,Philips New Zealand Ltd
PHILIPSS,Philips Business Electronics
PHILIPSV,Philips New Zealand Ltd
PHOEN,Phoenix Contact
PHOENIXC,Phoenix Controls Ltd
PHOENIXDIS,PHOENIX DISTRIBUTION NZ LTD
PHOENIXENG,Phoenix Engineering
PHOENIXMOW,PHOENIX MOWING SERVICE
PHOENIXNET,PHOENIX NETBALL CLUB INC
PHOENIXS,PHEONIX SERVICES LTD
PHONELINK,Phone Link South Ltd
PHONETECH,Phonetec
PHOTO,Photo Scan Ltd
PHOTOW,Photo Warehouse
PIAKO,Piako Security
PIAKOM,Piako Motors
PIAKOMOB,Piako Mobile Locksmiths
PIAKOMOB,Waikato Wide Locksmith Service
PIAKOPOST,ICN Ltd T/A Piako Post
PIAKOSC, Piako Service Centre Tokoroa
PICKFORDS,Pickfords Imaging Iron Mountai
PICKWICK,Pickwick Trust
PIERCE,Pierce Carpet Specialists Ltd
PIERCY,Give Invoice to Brian
PIERLITE,Pierlite (NZ) Limited
PIERLITE22,PIERLITE (NZ) LTD
PIETS,PIET'S FORKLIFT HIRE & SERVICE
PILKINTON,K B Pilkinton
PILZ,Pilz New Zealand
PILZ,Pilz New Zealand Limited
PINESCLEAN,Pines Cleaning
PINESGOLF,The Pines Golf Club
PINKBIN,PINK BIN CO LTD
PINKTYRES,PINK TYRES LTD
PIPE,Pipe & Cable Supports Ltd
PIPE,PIPEMAKERS LTD
PIRATE,Pirate Recruitment Group
PIRELLIT,Pirelli Telecom Cables & Sys
PITNEY,Pitney Bowes New Zealand Ltd
