Cre Account,Cre Name,PO No,Invoice No,Invoice total,Sub Total,Invoice Date,Uploaded Date
SCHNEIDE,Schneider Electric,5563870AC,9235283098,118.01,102.62,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5572218,9235283099,3615.61,3144.01,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5572221,9235283100,2141.3,1862,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5558845AD,9235283101,90.74,78.9,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5572897,9235283102,3397.73,2954.55,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5571073,9235283103,161.4,140.35,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5570518,9235283104,32,27.83,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5570538AA,9235283105,2908.96,2529.53,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5572174,9235283106,496.02,431.32,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5553248,9235283108,143.18,124.5,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5572933,9235283113,5147.12,4475.76,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5573077,9235283114,500.7,435.39,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5563501AA,9235283124,181.47,157.8,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5572116,9235283125,203.55,177,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5571167,9235283145,255.92,222.54,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5572985,9235283154,108.33,94.2,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5573212,9235283155,4702.01,4088.7,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5564206AA,9235283168,392.84,341.6,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5573222,9235283169,2485.5,2161.3,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5573023,9235283170,1234.65,1073.61,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5572581,9235283171,99.77,86.76,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5571715,9235283172,11800.12,10260.97,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5564294,9235283173,549.13,477.5,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5572573,9235283174,1423.39,1237.73,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5559933AD,9235283175,181.47,157.8,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5568329AA,9235283177,230,200,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5567627AB,9235283178,14.98,13.03,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5571289,9235283184,145.48,126.5,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5558511AF,9235283216,5085.3,4422,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5570740AA,9235283217,392.15,341,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5573223AA,9235283218,2721.29,2366.34,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5557791AC,9235283219,56.17,48.84,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5559374AC,9235283220,92.23,80.2,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5544802AA,9235283221,705.18,613.2,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5567146,9235283222,755.07,656.58,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5561560,9235283223,154.08,133.98,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5569245AA,9235283224,772.32,671.58,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5565024AA,9235283225,34.96,30.4,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5566258AA,9235283226,192.37,167.28,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5570483,9235283227,640.15,556.65,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5567648AA,9235283228,107.72,93.67,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5557090AC,9235283229,56.17,48.84,29/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5537878,9235283230,62.84,54.64,29/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5563630,69725701,1493.85,1299,23/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5563728,69725801,276,240,23/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5564138,69729501,205.85,179,23/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5564639,69734101,61.64,53.6,23/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5564898,69737401,883.2,768,23/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5565085,69739401,757.85,659,23/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5556475AA,69740701,-389.85,-339,23/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5565815,69748801,66.24,57.6,23/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5567340,69762301,304.75,265,24/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,0,69767801,424.35,369,24/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5568189,69773301,711.85,619,25/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5568897,69781201,43.7,38,25/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,0,69781901,-424.35,-369,25/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5570022,69793801,86.94,75.6,26/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5570580,69800601,35.42,30.8,26/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5570729,69801701,2987.7,2598,26/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5571059,69806301,87.17,75.8,26/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5323317AA,69807301,-390.02,-339.15,26/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5571278,69809601,309.35,269,26/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5571349,69810001,286.35,249,26/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5549782AA,69811601,-1493.85,-1299,26/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5573469,69836401,723.35,629,30/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5542395AA,69849401,-332.35,-289,30/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,0,Aug-19,-2050.59,-1783.12,26/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,0,AUG2019.,-2460.7,-2139.74,26/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,0,Sep-19,-1942.87,-1689.45,30/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,0,SEPT_2019,-2331.44,-2027.34,30/09/2019,40:57.2
ACCENTT,Accent Tools Ltd,5528060AA,693769-D02,332.35,289,10/9/2019,40:57.2
ACCENTT,Accent Tools Ltd,5558950,696791-D01,723.35,629,18/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5572036,9235282894,577.27,501.97,28/09/2019,40:57.2
SCHNEIDE,Schneider Electric,5572514,9235282895,2296.65,1997.09,28/09/2019,40:57.2
